description,code,style,topic,keywords
"создай программу которая вычисляет обратную матрицу 2x2","#include <iostream>\nusing namespace std;\n\nint main() {\n    double A[2][2] = {{4,7}, {2,6}};\n    double det = A[0][0]*A[1][1] - A[0][1]*A[1][0];\n    \n    if(det == 0) {\n        cout << \"Матрица вырождена\" << endl;\n        return 0;\n    }\n    \n    double inv[2][2] = {\n        {A[1][1]/det, -A[0][1]/det},\n        {-A[1][0]/det, A[0][0]/det}\n    };\n    \n    cout << \"Обратная матрица:\" << endl;\n    for(int i = 0; i < 2; i++) {\n        for(int j = 0; j < 2; j++) {\n            cout << inv[i][j] << \" \";\n        }\n        cout << endl;\n    }\n    return 0;\n}"
"напиши программу которая решает квадратное уравнение","#include <iostream>\n#include <cmath>\nusing namespace std;\n\nint main() {\n    double a, b, c;\n    cout << \"Введите a, b, c: \";\n    cin >> a >> b >> c;\n    \n    double D = b*b - 4*a*c;\n    \n    if(D > 0) {\n        double x1 = (-b + sqrt(D)) / (2*a);\n        double x2 = (-b - sqrt(D)) / (2*a);\n        cout << \"x1 = \" << x1 << \", x2 = \" << x2 << endl;\n    } else if(D == 0) {\n        double x = -b / (2*a);\n        cout << \"x = \" << x << endl;\n    } else {\n        cout << \"Действительных корней нет\" << endl;\n    }\n    return 0;\n}"
"создай программу которая вычисляет интеграл методом трапеций","#include <iostream>\n#include <cmath>\nusing namespace std;\n\ndouble f(double x) {\n    return x*x; // функция x^2\n}\n\ndouble integrate(double a, double b, int n) {\n    double h = (b - a) / n;\n    double sum = (f(a) + f(b)) / 2;\n    \n    for(int i = 1; i < n; i++) {\n        sum += f(a + i * h);\n    }\n    \n    return sum * h;\n}\n\nint main() {\n    double a = 0, b = 2;\n    int n = 1000;\n    cout << \"Интеграл: \" << integrate(a, b, n) << endl;\n    return 0;\n}"
"напиши программу которая вычисляет производную численно","#include <iostream>\n#include <cmath>\nusing namespace std;\n\ndouble f(double x) {\n    return x*x;\n}\n\ndouble derivative(double x, double h = 1e-5) {\n    return (f(x + h) - f(x)) / h;\n}\n\nint main() {\n    double x = 2.0;\n    cout << \"Производная в точке \" << x << \": \" << derivative(x) << endl;\n    return 0;\n}"
"создай программу которая решает уравнение методом Ньютона","#include <iostream>\n#include <cmath>\nusing namespace std;\n\ndouble f(double x) {\n    return x*x - 4; // x^2 - 4 = 0\n}\n\ndouble df(double x) {\n    return 2*x; // производная\n}\n\ndouble newton(double x0, int max_iter = 100) {\n    double x = x0;\n    for(int i = 0; i < max_iter; i++) {\n        x = x - f(x) / df(x);\n        if(abs(f(x)) < 1e-10) break;\n    }\n    return x;\n}\n\nint main() {\n    double root = newton(3.0);\n    cout << \"Корень: \" << root << endl;\n    return 0;\n}"
"напиши программу которая вычисляет число Pi методом Монте-Карло","#include <iostream>\n#include <random>\nusing namespace std;\n\nint main() {\n    random_device rd;\n    mt19937 gen(rd());\n    uniform_real_distribution<> dis(0.0, 1.0);\n    \n    int inside = 0, total = 1000000;\n    \n    for(int i = 0; i < total; i++) {\n        double x = dis(gen);\n        double y = dis(gen);\n        if(x*x + y*y <= 1.0) inside++;\n    }\n    \n    double pi = 4.0 * inside / total;\n    cout << \"Приближенное значение Pi: \" << pi << endl;\n    return 0;\n}"
"создай программу которая генерирует простые числа решетом Эратосфена","#include <iostream>\n#include <vector>\nusing namespace std;\n\nvoid sieveOfEratosthenes(int n) {\n    vector<bool> isPrime(n+1, true);\n    \n    for(int p = 2; p*p <= n; p++) {\n        if(isPrime[p]) {\n            for(int i = p*p; i <= n; i += p) {\n                isPrime[i] = false;\n            }\n        }\n    }\n    \n    cout << \"Простые числа до \" << n << \": \";\n    for(int p = 2; p <= n; p++) {\n        if(isPrime[p]) cout << p << \" \";\n    }\n    cout << endl;\n}\n\nint main() {\n    sieveOfEratosthenes(30);\n    return 0;\n}"
"напиши программу которая вычисляет CRC32 checksum","#include <iostream>\n#include <string>\n#include <cstdint>\nusing namespace std;\n\nuint32_t crc32(const string& data) {\n    uint32_t crc = 0xFFFFFFFF;\n    \n    for(char c : data) {\n        crc ^= static_cast<uint32_t>(c);\n        for(int i = 0; i < 8; i++) {\n            crc = (crc >> 1) ^ (0xEDB88320 & -(crc & 1));\n        }\n    }\n    \n    return ~crc;\n}\n\nint main() {\n    string data = \"Hello World\";\n    cout << \"CRC32: \" << hex << crc32(data) << endl;\n    return 0;\n}"
"создай программу которая реализует алгоритм Luhn","#include <iostream>\n#include <string>\nusing namespace std;\n\nbool luhnCheck(const string& cardNumber) {\n    int sum = 0;\n    bool alternate = false;\n    \n    for(int i = cardNumber.length() - 1; i >= 0; i--) {\n        int digit = cardNumber[i] - '0';\n        \n        if(alternate) {\n            digit *= 2;\n            if(digit > 9) digit -= 9;\n        }\n        \n        sum += digit;\n        alternate = !alternate;\n    }\n    \n    return (sum % 10 == 0);\n}\n\nint main() {\n    string card = \"4111111111111111\";\n    cout << \"Карта \" << (luhnCheck(card) ? \"валидна\" : \"невалидна\") << endl;\n    return 0;\n}"
"создай программу которая вычисляет расстояние Хэмминга","#include <iostream>\n#include <string>\nusing namespace std;\n\nint hammingDistance(const string& s1, const string& s2) {\n    if(s1.length() != s2.length()) return -1;\n    \n    int distance = 0;\n    for(size_t i = 0; i < s1.length(); i++) {\n        if(s1[i] != s2[i]) distance++;\n    }\n    return distance;\n}\n\nint main() {\n    string s1 = \"karolin\", s2 = \"kathrin\";\n    cout << \"Расстояние Хэмминга: \" << hammingDistance(s1, s2) << endl;\n    return 0;\n}"
"напиши программу которая реализует шифр Цезаря","#include <iostream>\n#include <string>\nusing namespace std;\n\nstring caesarCipher(const string& text, int shift) {\n    string result;\n    \n    for(char c : text) {\n        if(isalpha(c)) {\n            char base = isupper(c) ? 'A' : 'a';\n            result += (c - base + shift) % 26 + base;\n        } else {\n            result += c;\n        }\n    }\n    \n    return result;\n}\n\nint main() {\n    string text = \"Hello World\";\n    int shift = 3;\n    string encrypted = caesarCipher(text, shift);\n    string decrypted = caesarCipher(encrypted, 26 - shift);\n    \n    cout << \"Исходный: \" << text << endl;\n    cout << \"Зашифрованный: \" << encrypted << endl;\n    cout << \"Расшифрованный: \" << decrypted << endl;\n    return 0;\n}"
"создай программу которая реализует ROT13","#include <iostream>\n#include <string>\nusing namespace std;\n\nstring rot13(const string& text) {\n    string result;\n    \n    for(char c : text) {\n        if(isalpha(c)) {\n            char base = isupper(c) ? 'A' : 'a';\n            result += (c - base + 13) % 26 + base;\n        } else {\n            result += c;\n        }\n    }\n    \n    return result;\n}\n\nint main() {\n    string text = \"Hello World\";\n    string encoded = rot13(text);\n    string decoded = rot13(encoded);\n    \n    cout << \"Исходный: \" << text << endl;\n    cout << \"ROT13: \" << encoded << endl;\n    cout << \"Обратно: \" << decoded << endl;\n    return 0;\n}"
"напиши программу которая вычисляет факториал итеративно","#include <iostream>\nusing namespace std;\n\nlong long factorial(int n) {\n    long long result = 1;\n    for(int i = 2; i <= n; i++) {\n        result *= i;\n    }\n    return result;\n}\n\nint main() {\n    int n = 10;\n    cout << n << \"! = \" << factorial(n) << endl;\n    return 0;\n}"
"создай программу которая вычисляет числа Фибоначчи итеративно","#include <iostream>\nusing namespace std;\n\nlong long fibonacci(int n) {\n    if(n <= 1) return n;\n    \n    long long a = 0, b = 1, c;\n    for(int i = 2; i <= n; i++) {\n        c = a + b;\n        a = b;\n        b = c;\n    }\n    return b;\n}\n\nint main() {\n    int n = 50;\n    cout << \"F(\" << n << \") = \" << fibonacci(n) << endl;\n    return 0;\n}"
"напиши программу которая проверяет число на простоту итеративно","#include <iostream>\n#include <cmath>\nusing namespace std;\n\nbool isPrime(int n) {\n    if(n <= 1) return false;\n    if(n == 2) return true;\n    if(n % 2 == 0) return false;\n    \n    for(int i = 3; i <= sqrt(n); i += 2) {\n        if(n % i == 0) return false;\n    }\n    return true;\n}\n\nint main() {\n    int num = 29;\n    cout << num << (isPrime(num) ? \" - простое\" : \" - не простое\") << endl;\n    return 0;\n}"
"напиши программу которая вычисляет сумму цифр итеративно","#include <iostream>\nusing namespace std;\n\nint sumOfDigits(int n) {\n    int sum = 0;\n    while(n > 0) {\n        sum += n % 10;\n        n /= 10;\n    }\n    return sum;\n}\n\nint main() {\n    int num = 12345;\n    cout << \"Сумма цифр: \" << sumOfDigits(num) << endl;\n    return 0;\n}"
"создай программу которая вычисляет степень итеративно","#include <iostream>\nusing namespace std;\n\ndouble power(double base, int exponent) {\n    double result = 1.0;\n    \n    if(exponent < 0) {\n        base = 1.0 / base;\n        exponent = -exponent;\n    }\n    \n    for(int i = 0; i < exponent; i++) {\n        result *= base;\n    }\n    \n    return result;\n}\n\nint main() {\n    cout << \"2^10 = \" << power(2, 10) << endl;\n    return 0;\n}"
"напиши программу которая находит НОД итеративно","#include <iostream>\nusing namespace std;\n\nint gcd(int a, int b) {\n    while(b != 0) {\n        int temp = b;\n        b = a % b;\n        a = temp;\n    }\n    return a;\n}\n\nint main() {\n    int a = 56, b = 98;\n    cout << \"НОД(\" << a << \", \" << b << \") = \" << gcd(a, b) << endl;\n    return 0;\n}"
"создай программу которая проверяет палиндром итеративно","#include <iostream>\n#include <string>\nusing namespace std;\n\nbool isPalindrome(const string& str) {\n    int left = 0, right = str.length() - 1;\n    while(left < right) {\n        if(str[left] != str[right]) return false;\n        left++;\n        right--;\n    }\n    return true;\n}\n\nint main() {\n    string str = \"racecar\";\n    cout << str << (isPalindrome(str) ? \" - палиндром\" : \" - не палиндром\") << endl;\n    return 0;\n}"
"напиши программу которая вычисляет биномиальный коэффициент итеративно","#include <iostream>\nusing namespace std;\n\nint binomial(int n, int k) {\n    if(k > n - k) k = n - k;\n    \n    int result = 1;\n    for(int i = 0; i < k; i++) {\n        result = result * (n - i) / (i + 1);\n    }\n    return result;\n}\n\nint main() {\n    cout << \"C(8, 3) = \" << binomial(8, 3) << endl;\n    return 0;\n}"
